f_ID,f_name,f_category,f_energy_kcal,f_fat_g,f_fatty_acids_sat_g,f_fatty_acids_monounsat_g,f_fatty_acids_polyunsat_g,f_cholesterol_mg,f_carbohydrates_g,f_sugars_g,f_starch_g,f_fibres_g,f_protein_g,f_salt_g,f_alcohol_g,f_water_g,f_vit_A_activity_re_µg,f_vit_A_activity_rae_µg,f_retinol_µg,f_beta_carotene_activity_µg,f_beta_carotene_µg,f_vit_B1_mg,f_vit_B2_mg,f_vit_B6_mg,f_vit_B12_µg,f_niacin_mg,f_folate_µg,f_panthotenic_acid_mg,f_vit_c_mg,f_vit_d_µg,f_vit_e_activity_mg,f_potassium_mg,f_sodium_mg,f_chloride_mg,f_calcium_mg,f_magnesium_mg,f_phosphorus_mg,f_iron_mg,f_iodide_µg,f_zinc_mg,f_selenium_µg
379,"Apricot, raw",Fruit/Fresh fruit,44,0.1,0.0,0.1,0.0,0.0,9.0,6.7,0.0001,1.7,0.8,0.0,0.0,87.1,384.0,192.0,0.0,2305.0,2243.0,0.02,0.02,0.06,0.0,0.38,5.6,0.18,3.6,0.0,0.7,260.0,0.0001,1.0,15.0,8.4,22.0,0.2,0.5,0.1,0.1
1051,"Apricot, stewed, drained (without addition of sugar) ",Fruit/Cooked fruit (incl. cans),45,0.2,0.0,0.1,0.0,0.0,9.0,6.7,0.0001,1.7,1.0,0.0,0.0,88.2,360.0,180.0,0.0,2161.0,2103.0,0.02,0.02,0.05,0.0,0.38,3.5,0.18,1.8,0.0,0.88,200.0,0.0001,1.3,18.0,8.4,22.0,0.2,0.6,0.1,0.1
14097,"Apricot, with sweetener, canned, drained",Fruit/Cooked fruit (incl. cans),40,0.1,0.0,0.1,0.0,0.0,8.2,6.1,0.0,1.4,0.9,0.0,0.0,89.4,154.0,77.0,0.0,925.0,925.0,0.02,0.02,0.05,0.0,0.34,3.2,0.16,1.6,0.0,0.8,180.0,0.0,1.1,16.0,7.6,20.0,0.2,0.6,0.1,0.1
13449,"Artichoke, heart, canned, drained",Vegetables/Cooked vegetables (incl. cans),27,0.5,0.0001,0.0001,0.0001,0.0,2.3,1.2,0.4,3.2,1.8,0.8,0.0,90.5,4.0,2.0,0.0,25.0,25.0,0.02,0.03,0.03,0.0,0.39,54.3,0.13,12.2,0.3,1.12,150.0,310.0,500.0,25.0,18.0,34.0,0.4,20.0,0.3,20.0
443,"Asparagus, raw",Vegetables/Fresh vegetables,27,0.2,0.0001,0.0001,0.0001,0.0,3.3,3.2,0.1,1.7,2.2,0.0,0.0,92.0,26.0,13.0,0.0,156.0,148.0,0.12,0.13,0.07,0.0,1.1,76.3,0.19,14.9,0.0,1.7,270.0,3.0,53.0,22.0,18.0,56.0,0.9,7.0,0.4,
1024,"Asparagus, steamed (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),26,0.2,0.0,0.0,0.0,0.0,3.1,3.0,0.1,1.6,2.1,0.0,0.0,93.0,23.0,12.0,0.0,141.0,133.0,0.1,0.12,0.06,0.0,0.88,45.8,0.16,11.2,0.0,1.7,230.0,2.6,50.0,21.0,16.0,53.0,0.7,6.7,0.4,
380,"Avocado, fresh","Vegetables/Fresh vegetables;Nuts, seeds and oleaginous fruit",144,14.2,2.9,8.9,1.8,0.0,0.8,0.8,0.0001,3.0,1.8,0.0,0.0,76.4,17.0,9.0,0.0,102.0,78.0,0.06,0.16,0.19,0.0,2.0,29.0,0.86,6.7,0.0,1.85,520.0,7.0,6.0,16.0,33.0,44.0,1.0,1.0,0.6,
704,Bacon for cooking,Sausages and cold meats/Raw sausage products,322,27.6,10.6,12.9,2.2,49.0,0.6,0.6,0.0,0.0,17.8,2.8,0.0,50.5,6.0,6.0,6.0,0.0,0.0,0.62,0.14,0.22,0.35,4.08,3.0,0.6,24.3,0.6,0.29,270.0,1130.0,1690.0,10.0,16.0,150.0,0.4,1.1,2.0,11.0
707,"Bacon, raw",Sausages and cold meats/Raw sausage products,400,34.3,13.1,15.5,2.3,62.0,0.6,0.6,0.0001,0.0,22.1,3.8,0.0,39.0,4.0,4.0,4.0,0.0,0.0,0.56,0.14,0.3,0.5,6.9,0.0001,1.1,8.3,1.7,0.0001,400.0,1520.0,2370.0,0.0001,22.0,210.0,0.0001,0.0001,2.3,9.6
845,Baguette,"Bread, flakes and breakfast cereals/Bread and bread products",255,0.9,0.2,0.1,0.5,0.0,51.2,0.5,50.1,2.9,9.0,1.6,0.0,36.8,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.09,0.01,0.46,8.8,0.26,0.0,0.0,0.19,140.0,660.0,1020.0,10.0,22.0,81.0,0.9,1.0,0.7,2.7
13455,Balsamic vinegar,"Various/Salt, spices and flavours",128,0.6,0.0,0.0,0.0,0.0,25.8,19.1,0.0,0.5,0.7,0.1,0.0,70.3,1.0,0.0,0.0,5.0,5.0,0.02,0.01,1.71,0.0,0.1,5.5,0.07,0.5,0.3,0.0,160.0,27.0,20.0,18.0,12.0,24.0,1.0,20.0,0.1,20.0
1577,"Bami Goreng, prepared",Prepared dishes/Asian dishes,130,2.4,0.3,1.3,0.5,44.0,13.2,1.4,11.3,0.9,13.5,1.0,0.0,70.1,44.0,27.0,11.0,196.0,196.0,0.12,0.08,0.14,0.05,3.6,4.3,0.32,11.6,0.3,0.33,190.0,400.0,620.0,9.5,18.0,120.0,0.7,1.6,0.7,
741,"Banana, dried",Fruit/Dried fruit,273,1.0,0.4,0.1,0.2,0.0,60.2,43.7,16.5,5.5,3.0,0.0,0.0,28.0,17.0,8.0,0.0,100.0,100.0,0.1,0.18,0.81,0.0,2.0,33.3,0.54,4.0,0.0,0.6,1150.0,8.0,300.0,20.0,90.0,75.0,1.3,8.1,0.6,
740,"Banana, dried (banana chips)",Fruit/Dried fruit,370,1.8,0.7,0.2,0.3,0.0,80.7,65.3,15.4,7.6,3.9,0.0,0.0,3.0,60.0,30.0,0.0,363.0,350.0,0.18,0.24,0.0001,0.0,2.8,0.0001,0.0001,7.0,0.0,0.0001,1490.0,3.0,0.0001,22.0,110.0,74.0,1.2,0.0001,0.0001,
381,"Banana, raw",Fruit/Fresh fruit,89,0.1,0.0001,0.0001,0.0001,0.0,19.7,15.6,3.8,2.7,1.1,0.0,0.0,75.8,14.0,7.0,0.0,84.0,54.0,0.05,0.03,0.25,0.0,0.6,25.6,0.23,11.9,0.0,0.0001,320.0,0.0001,80.0,5.1,28.0,29.0,0.2,3.0,0.1,0.5
739,Barley flakes,"Bread, flakes and breakfast cereals/Flakes, bran and germs",333,1.5,0.3,0.1,0.7,0.0,66.1,2.2,63.6,10.3,8.5,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.29,0.0,3.1,19.0,0.49,0.0,0.0,0.25,160.0,3.0,20.0,16.0,66.0,190.0,2.0,1.0,1.3,2.8
1587,"Barley risotto, cooked","Cereal products, pulses and potatoes/Other cereal products",135,2.1,0.3,1.3,0.3,0.0,24.7,1.6,21.8,1.7,3.5,0.8,0.0,68.2,0.0,0.0,0.0,1.0,1.0,0.05,0.02,0.06,0.0,0.81,5.2,0.06,0.4,0.0,0.43,57.0,340.0,540.0,13.0,23.0,71.0,1.0,0.7,0.7,
464,"Basil, raw",Vegetables/Herbs,46,0.8,0.1,0.0,0.4,0.0,5.1,5.0,0.1,3.1,3.1,0.0,0.0,86.4,811.0,405.0,0.0,4865.0,4820.0,0.08,0.31,0.18,0.0,1.1,50.0,0.2,26.0,0.0,1.0,300.0,9.0,35.0,250.0,11.0,37.0,5.5,0.9,0.7,
1248,Basler Leckerli (Swiss biscuit from Basel),Sweets/Cookies/Biscuits,412,7.9,0.7,4.5,1.8,0.0,75.0,52.0,22.6,2.8,7.5,0.0,0.8,7.0,2.0,1.0,0.0,13.0,13.0,0.06,0.15,0.11,0.0,0.44,11.4,0.18,1.1,0.0,3.94,180.0,2.7,28.0,51.0,40.0,98.0,1.0,0.4,0.7,1.1
473,"Bean, green, dried",Vegetables/Dried vegetables,252,2.0,0.4,0.1,1.1,0.0,25.7,9.5,10.3,25.3,20.2,0.1,0.0,6.0,229.0,114.0,0.0,1371.0,1371.0,0.45,0.71,1.33,0.0,4.1,186.0,2.19,67.6,0.0,1.0,2510.0,21.0,140.0,540.0,230.0,400.0,7.2,25.0,2.5,
353,"Bean, green, raw",Vegetables/Fresh vegetables,31,0.2,0.1,0.0,0.1,0.0,3.6,2.2,1.4,3.1,2.1,0.0,0.0,90.3,51.0,26.0,0.0,306.0,306.0,0.08,0.1,0.14,0.0,0.7,70.0,0.9,16.0,0.0,0.24,240.0,4.0,13.0,56.0,28.0,38.0,1.0,3.0,0.3,
12981,"Béchamel sauce, home-made",Various/Sauces,147,9.9,6.0,2.3,0.5,31.0,10.1,4.8,5.3,0.2,4.2,0.7,0.0,75.5,98.0,95.0,91.0,41.0,41.0,0.03,0.22,0.03,0.15,0.13,2.7,0.33,0.7,0.2,0.24,170.0,300.0,490.0,120.0,12.0,99.0,0.1,9.9,0.4,1.3
1103,"Beef (average excluding offal, chop), raw",Meat and offal/Beef,134,5.4,2.4,2.3,0.3,53.0,0.0,0.0,0.0,0.0,21.4,0.1,0.0,73.2,7.0,6.0,5.0,10.0,10.0,0.07,0.15,0.31,2.85,4.85,5.9,0.68,0.0,0.2,0.44,330.0,45.0,69.0,4.5,20.0,180.0,1.8,1.6,4.5,
1672,"Beef ragout with sauce, prepared",Prepared dishes/Other savoury dishes,85,2.8,0.4,1.9,0.4,31.0,3.0,1.5,,0.6,11.6,0.8,0.0,82.1,123.0,63.0,2.0,727.0,727.0,0.01,0.07,0.13,0.48,,5.0,0.35,0.9,0.2,0.7,130.0,300.0,470.0,9.9,8.9,91.0,0.8,2.2,2.2,
13292,"Beef, boiling meat lean, cooked (without addition of fat and salt)",Meat and offal/Beef,190,7.1,3.3,2.8,0.6,98.0,0.0,0.0,,0.0,31.7,0.1,0.0,61.2,9.0,7.0,6.0,13.0,13.0,0.02,0.15,0.39,1.4,,6.5,0.62,0.0,0.6,0.33,280.0,48.0,90.0,5.9,19.0,200.0,2.8,5.0,7.6,
13291,"Beef, boiling meat with fat, cooked (without addition of fat and salt)",Meat and offal/Beef,276,18.9,7.9,8.7,1.2,80.0,0.0,0.0,,0.0,26.6,0.1,0.0,54.5,8.0,7.0,6.0,11.0,11.0,0.02,0.16,0.32,1.27,5.3,5.9,0.67,0.0,0.5,0.3,230.0,41.0,82.0,5.0,16.0,160.0,1.8,4.5,5.3,
36,"Beef, boiling meat, lean, raw",Meat and offal/Beef,132,5.5,2.5,2.2,0.5,59.0,0.0,0.0,,0.0,20.7,0.1,0.0,71.2,7.0,6.0,5.0,10.0,10.0,0.04,0.13,0.55,1.4,,6.0,0.74,0.0,0.5,0.26,320.0,57.0,54.0,4.4,18.0,180.0,1.7,3.0,4.9,
35,"Beef, boiling meat, with fat, raw",Meat and offal/Beef,227,16.6,7.0,7.6,1.0,53.0,0.0,0.0,,0.0,19.5,0.2,0.0,61.7,7.0,6.0,5.0,10.0,10.0,0.04,0.13,0.53,1.4,7.0,6.0,0.74,0.0,0.5,0.26,300.0,60.0,54.0,4.1,18.0,160.0,1.2,3.0,3.5,
1072,"Beef, breast, cooked (without addition of fat and salt)",Meat and offal/Beef,254,15.6,6.7,7.4,0.6,100.0,0.0,0.0,0.0,0.0,28.3,0.1,0.0,56.0,8.0,7.0,6.0,13.0,13.0,0.06,0.24,0.11,4.6,3.91,3.3,0.53,0.0,0.0,0.53,230.0,36.0,88.0,5.3,18.0,210.0,3.6,0.5,8.0,
719,"Beef, breast, raw",Meat and offal/Beef,188,12.5,5.4,5.9,0.5,60.0,0.0,0.0,0.0,0.0,18.9,0.1,0.0,67.7,7.0,6.0,5.0,10.0,10.0,0.09,0.18,0.17,4.6,4.7,3.0,0.53,0.0,0.0001,0.43,270.0,48.0,53.0,4.0,18.0,190.0,2.2,0.3,4.8,
37,"Beef, chopped, raw",Meat and offal/Beef,102,1.5,0.6,0.6,0.3,56.0,0.0,0.0,,0.0,22.2,0.1,0.0,74.0,7.0,6.0,5.0,10.0,10.0,0.08,0.13,0.26,1.18,5.03,6.0,0.74,0.0,0.5,0.26,360.0,44.0,50.0,4.2,20.0,190.0,1.4,3.0,3.5,7.6
13258,"Beef, entrcôte, steak, pan fried ""medium"" (without addition of fat and salt)",Meat and offal/Beef,162,4.6,2.2,2.3,0.4,63.0,0.0,0.0,0.0,0.0,30.2,0.1,0.0,65.2,5.0,4.0,4.0,8.0,8.0,0.03,0.12,0.45,1.34,5.48,7.0,0.76,0.0,0.4,0.68,290.0,49.0,74.0,6.0,23.0,210.0,1.7,4.1,4.7,12.0
30,"Beef, entrecôte, steak, raw",Meat and offal/Beef,133,4.5,2.2,2.2,0.4,46.0,0.0,0.0,0.0,0.0,23.2,0.1,0.0,71.0,7.0,6.0,5.0,10.0,10.0,0.05,0.1,0.73,1.4,5.0,6.0,0.69,0.0,0.5,0.9,360.0,42.0,54.0,4.9,20.0,180.0,1.3,3.0,3.4,9.0
34,"Beef, eye of round, raw",Meat and offal/Beef,106,1.8,0.8,0.8,0.3,52.0,0.0,0.0,,0.0,22.4,0.1,0.0,73.8,7.0,6.0,5.0,10.0,10.0,0.02,0.12,0.63,1.4,,6.0,0.72,0.0,0.5,0.9,380.0,39.0,54.0,5.1,20.0,190.0,1.0,3.0,2.8,8.0
13262,"Beef, Filet, fried in oven ""medium"" (without addition of fat and salt)",Meat and offal/Beef,128,2.0,0.9,0.9,0.1,47.0,0.0,0.0,0.0,0.0,27.7,0.1,0.0,70.4,6.0,5.0,4.0,9.0,9.0,0.08,0.15,0.13,2.0,4.91,11.3,1.07,0.0,0.0,0.18,330.0,48.0,73.0,3.6,25.0,190.0,2.9,0.1,5.9,
639,"Beef, filet, raw",Meat and offal/Beef,105,2.0,0.9,0.9,0.1,35.0,0.0,0.0,0.0,0.0,21.9,0.1,0.0,75.1,7.0,6.0,5.0,10.0,10.0,0.1,0.13,0.19,2.0,4.6,10.0,1.0,0.0,0.0001,0.24,340.0,42.0,55.0,3.0,22.0,160.0,2.3,0.1,4.4,
657,"Beef, liver, raw",Meat and offal/Beef,138,3.9,1.4,0.6,0.8,354.0,5.3,0.0,0.0,0.0,20.5,0.3,0.0,69.1,4259.0,4179.0,4100.0,951.0,,0.28,2.88,0.83,65.0,14.7,220.0,7.3,23.0,1.7,0.75,290.0,120.0,90.0,7.0,17.0,360.0,7.0,13.0,4.8,
13297,"Beef, minced, pan fried (without addition of fat and salt)",Meat and offal/Beef,211,8.9,3.8,4.0,0.6,89.0,0.0,0.0,0.0,0.0,32.6,0.2,0.0,58.5,7.0,6.0,6.0,9.0,9.0,0.05,0.16,0.32,1.57,4.9,13.5,0.39,0.0,0.4,0.23,290.0,82.0,79.0,7.1,23.0,220.0,3.0,4.8,7.0,
6,"Beef, minced, raw",Meat and offal/Beef,154,7.5,3.2,3.4,0.5,56.0,0.0,0.0,0.0,0.0,21.6,0.2,0.0,69.7,8.0,7.0,6.0,10.0,10.0,0.06,0.12,0.45,1.41,3.86,10.0,0.31,0.0,0.5,0.26,310.0,61.0,50.0,5.0,17.0,160.0,2.0,3.0,4.4,
32,"Beef, prime rib, raw",Meat and offal/Beef,165,9.0,4.0,3.3,0.7,58.0,0.0,0.0,,0.0,21.1,0.1,0.0,68.6,7.0,6.0,5.0,10.0,10.0,0.04,0.13,0.41,1.4,,6.0,0.72,0.0,0.5,0.26,330.0,45.0,54.0,4.4,18.0,170.0,1.5,3.0,5.0,11.0
648,"Beef, ragout (goulash), raw",Meat and offal/Beef,150,8.1,4.0,3.3,0.3,60.0,0.0,0.0,0.0,0.0,19.3,0.1,0.0,71.7,7.0,6.0,5.0,10.0,10.0,0.09,0.19,0.18,4.8,5.2,3.0,0.57,0.0,0.0001,0.46,300.0,45.0,54.0,6.8,18.0,160.0,2.1,0.2,5.7,
38,"Beef, ragout, raw",Meat and offal/Beef,97,1.3,0.6,0.6,0.3,54.0,0.0,0.0,,0.0,21.2,0.1,0.0,74.2,7.0,6.0,5.0,10.0,10.0,0.01,0.12,0.42,1.4,,6.0,0.74,0.0,0.5,0.26,350.0,49.0,50.0,3.9,18.0,180.0,1.2,3.0,3.7,6.0
701,"Beef, rib, raw",Sausages and cold meats/Cooked sausage products,155,7.3,2.6,3.4,0.8,51.0,0.5,0.0,0.0,0.0,21.7,6.2,0.0,67.5,5.0,5.0,5.0,0.0,0.0,0.66,0.16,0.47,1.0,2.2,2.0,0.38,0.0,0.0001,0.2,240.0,2470.0,3240.0,32.0,54.0,98.0,1.5,3.2,1.1,
640,"Beef, round, schnitzel, raw",Meat and offal/Beef,111,2.3,1.1,0.9,0.1,55.0,0.0,0.0,0.0,0.0,22.6,0.1,0.0,74.0,7.0,6.0,5.0,10.0,10.0,0.09,0.17,0.0001,2.2,4.5,9.9,0.59,0.0001,0.0001,0.0001,360.0,50.0,170.0,3.8,23.0,200.0,2.2,3.0,3.9,6.1
638,"Beef, shoulder (roast), raw",Meat and offal/Beef,117,3.5,1.2,1.4,0.3,61.0,0.0,0.0,0.0,0.0,21.6,0.1,0.0,73.8,7.0,6.0,5.0,10.0,10.0,0.09,0.19,0.19,5.0,5.1,3.0,0.6,0.0,0.0001,0.31,300.0,50.0,55.0,4.0,19.0,210.0,1.8,0.1,5.8,
1075,"Beef, shoulder, medium roast in oven (without addition of fat and salt)",Meat and offal/Beef,146,3.6,1.3,1.5,0.3,85.0,0.0,0.0,0.0,0.0,28.5,0.1,0.0,67.9,6.0,5.0,5.0,9.0,9.0,0.07,0.23,0.14,5.21,5.67,3.5,0.67,0.0,0.0,0.24,300.0,59.0,76.0,5.0,22.0,260.0,2.4,0.1,8.1,
1074,"Beef, shoulder, rare roast in oven (without addition of fat and salt)",Meat and offal/Beef,135,3.3,1.2,1.4,0.3,78.0,0.0,0.0,0.0,0.0,26.3,0.1,0.0,70.4,6.0,5.0,4.0,8.0,8.0,0.07,0.21,0.13,4.81,5.23,3.3,0.62,0.0,0.0,0.22,280.0,54.0,71.0,4.6,21.0,240.0,2.2,0.1,7.4,
1076,"Beef, shoulder, well done roast in oven (without addition of fat and salt)",Meat and offal/Beef,170,4.2,1.5,1.7,0.3,98.0,0.0,0.0,0.0,0.0,33.1,0.2,0.0,62.7,7.0,6.0,5.0,10.0,10.0,0.08,0.27,0.16,6.05,6.58,4.1,0.77,0.0,0.0,0.28,350.0,69.0,89.0,5.8,26.0,300.0,2.8,0.2,9.4,
656,"Beef, tongue, raw",Meat and offal/Beef,196,13.0,4.7,6.0,1.1,108.0,3.7,0.0,0.0,0.0,16.0,0.2,0.0,66.4,16.0,14.0,12.0,24.0,24.0,0.13,0.29,0.13,5.0,4.6,7.0,2.0,3.0,0.0001,0.26,260.0,80.0,13.0,10.0,18.0,160.0,3.0,2.3,2.9,
1183,Beer shandy (average),Alcoholic beverages/Beer,39,0.0,0.0,0.0,0.0,0.0,7.4,7.1,0.0,0.0,0.2,0.0,1.3,91.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.27,2.1,0.01,0.0,0.0,0.0,24.0,2.6,13.0,4.5,11.0,7.0,0.1,1.7,0.0,
817,"Beer, five grain",Alcoholic beverages/Beer,40,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.2,0.6,0.0,4.1,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.1,0.77,5.0,0.09,0.0,0.0,0.0,43.0,1.4,11.0,3.6,11.0,16.0,0.0,0.0001,0.0001,
816,"Beer, lager",Alcoholic beverages/Beer,42,0.0,0.0,0.0,0.0,0.0,3.1,2.2,0.0,0.0,0.5,0.0,4.0,91.9,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.02,0.77,6.3,0.03,0.0,0.0,0.0,55.0,1.9,17.0,3.5,9.6,19.0,0.0,1.5,0.0,
13420,"Beer, non-alcoholic",Alcoholic beverages/Beer,23,0.0,0.0,0.0,0.0,0.0,4.9,2.6,0.0,0.0,0.4,0.0,0.3,93.3,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.02,0.65,5.0,0.08,0.0,0.0,0.0,34.0,1.5,19.0,4.8,6.2,11.0,0.0,1.0,8.0,
451,"Beetroot, raw",Vegetables/Fresh vegetables,46,0.1,0.0,0.0,0.1,0.0,8.4,8.4,0.0,2.5,1.5,0.1,0.0,86.2,1.0,1.0,0.0,7.0,7.0,0.02,0.04,0.04,0.0,0.23,83.0,0.15,5.5,0.0,0.05,410.0,58.0,82.0,17.0,21.0,45.0,0.9,0.4,0.4,
1019,"Beetroot, steamed (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),54,0.1,0.0,0.0,0.1,0.0,10.0,10.0,0.0,3.0,1.8,0.1,0.0,85.1,1.0,1.0,0.0,8.0,8.0,0.02,0.05,0.04,0.0,0.23,62.3,0.16,5.5,0.0,0.06,430.0,58.0,97.0,20.0,22.0,53.0,1.0,0.5,0.4,
359,"Bell pepper, green, raw",Vegetables/Fresh vegetables,20,0.3,0.1,0.0,0.2,0.0,2.6,2.5,0.1,2.0,0.8,0.0,0.0,92.9,42.0,21.0,0.0,250.0,217.0,0.03,0.01,0.28,0.0,0.1,27.6,0.13,126.6,0.0,0.85,160.0,6.0,19.0,6.0,6.0,15.0,0.3,2.0,0.2,
1017,"Bell pepper, green, stewed (without addition of fat and salt)",Vegetables/Cooked vegetables (incl. cans),25,0.4,0.1,0.0,0.2,0.0,3.2,3.1,0.1,2.5,1.0,0.0,0.0,93.0,49.0,25.0,0.0,295.0,256.0,0.03,0.01,0.29,0.0,0.11,21.8,0.14,121.6,0.0,1.12,160.0,6.9,24.0,7.7,6.6,19.0,0.3,2.5,0.2,
360,"Bell pepper, red, raw",Vegetables/Fresh vegetables,32,0.4,0.1,0.0,0.1,0.0,5.2,5.1,0.1,2.0,0.9,0.0,0.0,91.3,152.0,76.0,0.0,910.0,696.0,0.03,0.03,0.27,0.0,0.9,28.2,0.16,149.3,0.0,0.7,170.0,3.0,18.0,9.0,12.0,20.0,0.4,1.0,0.3,
1018,"Bell pepper, red, stewed (without addition of fat and salt)",Vegetables/Cooked vegetables (incl. cans),39,0.4,0.1,0.0,0.2,0.0,6.4,6.2,0.1,2.5,1.1,0.0,0.0,89.6,180.0,90.0,0.0,1078.0,825.0,0.03,0.03,0.29,0.0,0.95,22.2,0.17,143.4,0.0,0.92,170.0,3.4,23.0,11.0,13.0,25.0,0.4,1.3,0.3,
851,Berliner pastry,Sweets/Other sweet pastries,336,12.8,6.8,4.0,0.9,104.0,45.8,17.1,28.5,2.2,8.4,0.6,0.0,32.2,130.0,126.0,122.0,50.0,50.0,0.05,0.1,0.1,0.0001,0.48,14.0,0.38,0.2,1.0,0.78,110.0,250.0,400.0,38.0,16.0,100.0,1.3,4.1,0.9,
1211,Bernese alp cheese,Milk and dairy products/Hard cheese,453,38.3,,,,,0.0,,0.0,0.0,27.1,1.6,0.0,26.2,,,,,,,,,,,,,,,,,660.0,,920.0,,,,,,
1212,Bernese cheese for slicing,Milk and dairy products/Hard cheese,491,41.2,,,,,0.0,,0.0,0.0,30.0,1.7,0.0,21.9,,,,,,,0.56,,0.83,,,0.43,,0.8,,,690.0,,,,,,,,
790,Bernese tongue sausage,Sausages and cold meats/Boiled sausage products,333,29.4,10.8,13.7,3.0,63.0,0.0,0.0,0.0,0.0,17.3,1.5,0.0,53.3,7.0,7.0,6.0,3.0,3.0,0.53,0.2,0.31,2.61,4.95,2.3,0.54,0.0,0.0,0.52,220.0,610.0,880.0,3.4,20.0,100.0,1.3,0.7,2.4,
1122,"Berries (average), cooked (without addition of sugar)",Fruit/Cooked fruit (incl. cans),36,0.6,0.0,0.0,0.1,0.0,5.3,5.0,0.0,3.2,0.7,0.0,0.0,90.2,1.0,0.0,0.0,5.0,5.0,0.01,0.02,0.03,0.0,0.31,19.1,0.13,20.8,0.0,0.45,90.0,0.7,58.0,18.0,11.0,20.0,0.2,1.3,0.1,0.5
1119,"Berries (average), raw",Fruit/Fresh fruit,40,0.5,0.0,0.0,0.1,0.0,6.3,5.9,0.0,3.7,0.7,0.0,0.0,88.7,1.0,1.0,0.0,6.0,6.0,0.02,0.03,0.04,0.0,0.37,36.3,0.15,49.4,0.0,0.42,140.0,1.1,55.0,18.0,12.0,24.0,0.2,1.2,0.1,0.5
859,Biber (Filled ginger bread type),Sweets/Other sweet pastries,355,5.6,0.7,3.0,1.3,22.0,65.6,36.9,28.4,3.0,7.8,0.0,0.7,18.1,8.0,8.0,7.0,2.0,2.0,0.08,0.12,0.11,0.06,0.35,9.8,0.24,0.5,0.1,2.47,140.0,6.0,37.0,52.0,30.0,97.0,1.3,2.7,0.8,2.0
789,"Bierwurst (coarse heat-treated, cured & smoked sausage, beef and pork)",Sausages and cold meats/Boiled sausage products,291,25.4,9.4,11.8,2.6,63.0,0.0,0.0,0.0,0.0,15.6,1.4,0.1,59.0,5.0,5.0,5.0,2.0,2.0,0.23,0.16,0.13,1.52,2.65,1.6,0.29,0.0,0.0,0.43,120.0,570.0,870.0,2.9,13.0,79.0,1.2,0.7,2.1,
1198,"Birchermüesli, prepared (no sugar added)",Prepared dishes/Muesli and pudding,86,3.1,1.1,1.0,0.7,5.0,11.1,8.2,2.8,1.5,2.6,0.0,0.0,81.7,18.0,16.0,15.0,20.0,20.0,0.05,0.09,0.05,0.09,0.19,9.4,0.23,4.7,0.0,0.33,160.0,19.0,79.0,59.0,19.0,78.0,0.3,5.8,0.4,
862,"Birnenweggen, pastry with pear",Sweets/Other sweet pastries,363,10.4,5.8,2.4,0.9,25.0,57.2,33.5,19.5,6.9,4.9,0.8,1.0,20.0,84.0,80.0,76.0,44.0,44.0,0.08,0.06,0.09,0.0,0.5,15.4,0.24,0.7,0.2,0.81,320.0,300.0,450.0,64.0,32.0,75.0,1.6,2.2,0.6,
883,Black forest cake,Sweets/Cakes and tarts,248,16.1,9.3,5.0,0.8,88.0,21.4,12.0,9.4,0.9,3.9,0.1,0.0001,56.4,199.0,185.0,171.0,169.0,169.0,0.03,0.1,0.04,0.0001,0.19,6.0,0.28,0.8,1.0,0.72,110.0,51.0,67.0,47.0,13.0,77.0,0.7,5.3,0.5,
778,Black pudding,Sausages and cold meats/Cooked sausage products,149,10.8,4.5,4.6,1.0,32.0,2.6,2.5,0.0,0.1,10.2,2.0,0.0,76.2,35.0,34.0,33.0,9.0,9.0,0.05,0.12,0.19,1.09,0.39,4.4,0.39,0.6,0.0,0.13,140.0,790.0,1230.0,61.0,13.0,64.0,30.0,6.9,1.6,
452,"Black salsify, raw",Vegetables/Fresh vegetables,55,0.4,0.1,0.0,0.2,0.0,2.1,2.1,0.1,18.3,1.4,0.0,0.0,76.8,9.0,4.0,0.0,52.0,52.0,0.14,0.04,0.09,0.0,0.35,35.4,0.17,4.9,0.0,3.0,320.0,5.0,31.0,53.0,23.0,76.0,3.3,2.5,0.2,
1023,"Black salsify, steamed (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),57,0.5,0.1,0.0,0.3,0.0,2.2,2.2,0.1,19.1,1.5,0.0,0.0,76.7,9.0,4.0,0.0,52.0,52.0,0.12,0.04,0.09,0.0,0.31,23.6,0.16,4.4,0.0,3.33,300.0,4.4,33.0,56.0,22.0,80.0,3.1,2.6,0.2,
1485,"Blackberry pie, home-made (with sweet short pastry base)","Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",214,11.6,5.5,4.0,1.3,19.0,22.3,10.2,11.7,3.6,3.2,0.1,0.0,59.5,58.0,52.0,46.0,73.0,73.0,0.04,0.05,0.04,0.05,0.33,11.6,0.28,6.2,0.1,1.65,160.0,41.0,82.0,30.0,18.0,47.0,0.5,1.9,0.3,
